Primer	Name	Cp
NRT2.1	WT_1mM_seedling27	18.97
NRT2.1	WT_1mM_seedling27	18.99
NRT2.1	WT_1mM_seedling27	18.97
NRT1.1	WT_1mM_seedling27	21.28
NRT1.1	WT_1mM_seedling27	21.29
NRT1.1	WT_1mM_seedling27	21.19
TGA1	WT_1mM_seedling27	23.45
TGA1	WT_1mM_seedling27	23.47
TGA1	WT_1mM_seedling27	23.43
PP2C	WT_1mM_seedling27	24.91
PP2C	WT_1mM_seedling27	24.88
PP2C	WT_1mM_seedling27	24.84
UBQ10	WT_1mM_seedling20	18.33
UBQ10	WT_1mM_seedling20	18.35
UBQ10	WT_1mM_seedling20	18.27
ACT2	WT_1mM_seedling20	20.1
ACT2	WT_1mM_seedling20	20.04
ACT2	WT_1mM_seedling20	19.96
LVG	WT_1mM_seedling20	22.04
LVG	WT_1mM_seedling20	22.15
LVG	WT_1mM_seedling20	22.15
HVG	WT_1mM_seedling20	20.7
HVG	WT_1mM_seedling20	20.63
HVG	WT_1mM_seedling20	20.61
NRT2.1	WT_1mM_seedling20	18.42
NRT2.1	WT_1mM_seedling20	18.33
NRT2.1	WT_1mM_seedling20	18.45
NRT1.1	WT_1mM_seedling20	20.82
NRT1.1	WT_1mM_seedling20	20.73
NRT1.1	WT_1mM_seedling20	20.75
TGA1	WT_1mM_seedling20	22.87
TGA1	WT_1mM_seedling20	22.91
TGA1	WT_1mM_seedling20	22.88
PP2C	WT_1mM_seedling20	24.07
PP2C	WT_1mM_seedling20	24.05
PP2C	WT_1mM_seedling20	24.07
UBQ10	WT_1mM_seedling28	18.2
UBQ10	WT_1mM_seedling28	18.24
UBQ10	WT_1mM_seedling28	18.14
ACT2	WT_1mM_seedling28	20.17
ACT2	WT_1mM_seedling28	20.19
ACT2	WT_1mM_seedling28	20.34
LVG	WT_1mM_seedling28	22.44
LVG	WT_1mM_seedling28	22.54
LVG	WT_1mM_seedling28	22.52
HVG	WT_1mM_seedling28	20.46
HVG	WT_1mM_seedling28	20.57
HVG	WT_1mM_seedling28	20.31
NRT2.1	WT_1mM_seedling28	18.63
NRT2.1	WT_1mM_seedling28	18.64
NRT2.1	WT_1mM_seedling28	18.66
NRT1.1	WT_1mM_seedling28	20.89
NRT1.1	WT_1mM_seedling28	20.88
NRT1.1	WT_1mM_seedling28	20.9
TGA1	WT_1mM_seedling28	22.93
TGA1	WT_1mM_seedling28	22.95
TGA1	WT_1mM_seedling28	22.98
PP2C	WT_1mM_seedling28	24.6
PP2C	WT_1mM_seedling28	24.35
PP2C	WT_1mM_seedling28	24.44
UBQ10	WT_1mM_seedling21	18.7
UBQ10	WT_1mM_seedling21	18.82
UBQ10	WT_1mM_seedling21	18.68
ACT2	WT_1mM_seedling21	20.32
ACT2	WT_1mM_seedling21	20.33
ACT2	WT_1mM_seedling21	20.18
LVG	WT_1mM_seedling21	22.52
LVG	WT_1mM_seedling21	22.53
LVG	WT_1mM_seedling21	22.53
HVG	WT_1mM_seedling21	20.68
HVG	WT_1mM_seedling21	20.77
HVG	WT_1mM_seedling21	20.7
NRT2.1	WT_1mM_seedling21	18.89
NRT2.1	WT_1mM_seedling21	18.92
NRT2.1	WT_1mM_seedling21	18.9
NRT1.1	WT_1mM_seedling21	21.54
NRT1.1	WT_1mM_seedling21	21.2
NRT1.1	WT_1mM_seedling21	21.15
TGA1	WT_1mM_seedling21	23.21
TGA1	WT_1mM_seedling21	23.27
TGA1	WT_1mM_seedling21	23.18
PP2C	WT_1mM_seedling21	24.62
PP2C	WT_1mM_seedling21	24.63
PP2C	WT_1mM_seedling21	24.66
UBQ10	WT_1mM_seedling29	18.17
UBQ10	WT_1mM_seedling29	18.49
UBQ10	WT_1mM_seedling29	18.3
ACT2	WT_1mM_seedling29	20.34
ACT2	WT_1mM_seedling29	20.33
ACT2	WT_1mM_seedling29	20.45
LVG	WT_1mM_seedling29	22.5
LVG	WT_1mM_seedling29	22.72
LVG	WT_1mM_seedling29	22.61
HVG	WT_1mM_seedling29	20.85
HVG	WT_1mM_seedling29	20.89
HVG	WT_1mM_seedling29	20.8
NRT2.1	WT_1mM_seedling29	18.86
NRT2.1	WT_1mM_seedling29	18.87
NRT2.1	WT_1mM_seedling29	18.94
NRT1.1	WT_1mM_seedling29	21.14
NRT1.1	WT_1mM_seedling29	21.16
NRT1.1	WT_1mM_seedling29	21.18
TGA1	WT_1mM_seedling29	23.26
TGA1	WT_1mM_seedling29	23.25
TGA1	WT_1mM_seedling29	23.25
PP2C	WT_1mM_seedling29	24.55
PP2C	WT_1mM_seedling29	24.49
PP2C	WT_1mM_seedling29	24.47
UBQ10	WT_1mM_seedling22	18.63
UBQ10	WT_1mM_seedling22	18.75
UBQ10	WT_1mM_seedling22	18.63
ACT2	WT_1mM_seedling22	20.15
ACT2	WT_1mM_seedling22	20.17
ACT2	WT_1mM_seedling22	20.03
LVG	WT_1mM_seedling22	22.29
LVG	WT_1mM_seedling22	22.5
LVG	WT_1mM_seedling22	22.52
HVG	WT_1mM_seedling22	20.54
HVG	WT_1mM_seedling22	20.68
HVG	WT_1mM_seedling22	20.59
NRT2.1	WT_1mM_seedling22	19
NRT2.1	WT_1mM_seedling22	18.98
NRT2.1	WT_1mM_seedling22	19.01
NRT1.1	WT_1mM_seedling22	21.22
NRT1.1	WT_1mM_seedling22	21.1
NRT1.1	WT_1mM_seedling22	21.1
TGA1	WT_1mM_seedling22	23.12
TGA1	WT_1mM_seedling22	23.11
TGA1	WT_1mM_seedling22	23.23
PP2C	WT_1mM_seedling22	24.81
PP2C	WT_1mM_seedling22	24.91
PP2C	WT_1mM_seedling22	24.86
UBQ10	WT_1mM_seedling30	18.26
UBQ10	WT_1mM_seedling30	18.21
UBQ10	WT_1mM_seedling30	18.31
ACT2	WT_1mM_seedling30	19.73
ACT2	WT_1mM_seedling30	19.76
ACT2	WT_1mM_seedling30	19.76
LVG	WT_1mM_seedling30	21.99
LVG	WT_1mM_seedling30	22.1
LVG	WT_1mM_seedling30	22.17
HVG	WT_1mM_seedling30	20.47
HVG	WT_1mM_seedling30	20.63
HVG	WT_1mM_seedling30	20.42
NRT2.1	WT_1mM_seedling30	18.3
NRT2.1	WT_1mM_seedling30	18.29
NRT2.1	WT_1mM_seedling30	18.3
NRT1.1	WT_1mM_seedling30	20.78
NRT1.1	WT_1mM_seedling30	20.83
NRT1.1	WT_1mM_seedling30	20.78
TGA1	WT_1mM_seedling30	22.85
TGA1	WT_1mM_seedling30	22.9
TGA1	WT_1mM_seedling30	22.82
PP2C	WT_1mM_seedling30	23.88
PP2C	WT_1mM_seedling30	23.93
PP2C	WT_1mM_seedling30	23.94
UBQ10	WT_1mM_seedling31	18.73
UBQ10	WT_1mM_seedling31	18.67
UBQ10	WT_1mM_seedling31	18.75
ACT2	WT_1mM_seedling31	20.26
ACT2	WT_1mM_seedling31	20.31
ACT2	WT_1mM_seedling31	20.48
LVG	WT_1mM_seedling31	22.64
LVG	WT_1mM_seedling31	22.73
LVG	WT_1mM_seedling31	22.73
HVG	WT_1mM_seedling31	21.02
HVG	WT_1mM_seedling31	21.06
HVG	WT_1mM_seedling31	20.97
NRT2.1	WT_1mM_seedling31	18.94
NRT2.1	WT_1mM_seedling31	18.93
NRT2.1	WT_1mM_seedling31	18.91
NRT1.1	WT_1mM_seedling31	21.23
NRT1.1	WT_1mM_seedling31	21.23
NRT1.1	WT_1mM_seedling31	21.23
TGA1	WT_1mM_seedling31	23.49
TGA1	WT_1mM_seedling31	23.5
TGA1	WT_1mM_seedling31	23.46
PP2C	WT_1mM_seedling31	24.48
PP2C	WT_1mM_seedling31	24.6
PP2C	WT_1mM_seedling31	24.57
UBQ10	WT_1mM_seedling24	18.57
UBQ10	WT_1mM_seedling24	18.52
UBQ10	WT_1mM_seedling24	18.35
ACT2	WT_1mM_seedling24	20.01
ACT2	WT_1mM_seedling24	20.07
ACT2	WT_1mM_seedling24	19.99
LVG	WT_1mM_seedling24	22.27
LVG	WT_1mM_seedling24	22.28
LVG	WT_1mM_seedling24	22.23
HVG	WT_1mM_seedling24	20.51
HVG	WT_1mM_seedling24	20.46
HVG	WT_1mM_seedling24	20.47
NRT2.1	WT_1mM_seedling24	18.64
NRT2.1	WT_1mM_seedling24	18.67
NRT2.1	WT_1mM_seedling24	18.66
NRT1.1	WT_1mM_seedling24	20.97
NRT1.1	WT_1mM_seedling24	20.9
NRT1.1	WT_1mM_seedling24	20.9
TGA1	WT_1mM_seedling24	22.97
TGA1	WT_1mM_seedling24	22.97
TGA1	WT_1mM_seedling24	23.04
PP2C	WT_1mM_seedling24	24.29
PP2C	WT_1mM_seedling24	24.26
PP2C	WT_1mM_seedling24	24.27
UBQ10	WT_1mM_seedling32	18.47
UBQ10	WT_1mM_seedling32	18.56
UBQ10	WT_1mM_seedling32	18.53
ACT2	WT_1mM_seedling32	20.22
ACT2	WT_1mM_seedling32	20.26
ACT2	WT_1mM_seedling32	20.17
LVG	WT_1mM_seedling32	22.53
LVG	WT_1mM_seedling32	22.64
LVG	WT_1mM_seedling32	22.62
HVG	WT_1mM_seedling32	20.62
HVG	WT_1mM_seedling32	20.71
HVG	WT_1mM_seedling32	20.55
NRT2.1	WT_1mM_seedling32	19.33
NRT2.1	WT_1mM_seedling32	19.31
NRT2.1	WT_1mM_seedling32	19.43
NRT1.1	WT_1mM_seedling32	21.24
NRT1.1	WT_1mM_seedling32	21.19
NRT1.1	WT_1mM_seedling32	21.2
TGA1	WT_1mM_seedling32	23.26
TGA1	WT_1mM_seedling32	23.22
TGA1	WT_1mM_seedling32	23.31
PP2C	WT_1mM_seedling32	24.88
PP2C	WT_1mM_seedling32	24.88
PP2C	WT_1mM_seedling32	24.89
