number	plate_info	area	mean	IntDen	median	RawIntDen	length	seedling	genotype	KNO3	plate
6	20230511_pNRT21_high_N3_luc.tif:0161-0330	1392	342.63	476941	311	476941	172.696	seedling22	line14	1mM	plate3
7	20230511_pNRT21_high_N3_luc.tif:0165-0381	1392	379.303	527990	344	527990	172.966	seedling23	line14	1mM	plate3
8	20230511_pNRT21_high_N3_luc.tif:0182-0412	1629	391.954	638493	341	638493	202.361	seedling24	line14	1mM	plate3
9	20230511_pNRT21_high_N3_luc.tif:0178-0470	1434	285.88	409952	286	409952	178.089	background	line14	1mM	plate3
10	20230511_pNRT21_high_N3_luc.tif:0377-0339	1326	284.765	377599	285	377599	164.33	background	line14	1mM	plate3
11	20230511_pNRT21_high_N3_luc.tif:0389-0423	1483	284.761	422300	285	422300	183.941	background	line14	1mM	plate3
1	20230511_pNRT21_high_N4_luc.tif:0155-0081	1253	344.888	432145	313	432145	155.716	seedling25	line14	1mM	plate4
2	20230511_pNRT21_high_N4_luc.tif:0155-0140	1243	341.19	424099	315	424099	154.058	seedling26	line14	1mM	plate4
3	20230511_pNRT21_high_N4_luc.tif:0156-0195	1367	348.069	475811	321	475811	170	seedling27	line14	1mM	plate4
4	20230511_pNRT21_high_N4_luc.tif:0177-0242	1662	402.634	669178	367	669178	207.087	seedling28	line14	1mM	plate4
5	20230511_pNRT21_high_N4_luc.tif:0151-0294	1246	345.607	430626	324	430626	154.632	seedling29	line14	1mM	plate4
6	20230511_pNRT21_high_N4_luc.tif:0160-0346	1385	342.996	475050	319	475050	171.898	seedling30	line14	1mM	plate4
7	20230511_pNRT21_high_N4_luc.tif:0112-0396	648	327.301	212091	291	212091	80.369	seedling31	line14	1mM	plate4
8	20230511_pNRT21_high_N4_luc.tif:0148-0443	1182	362.086	427986	319	427986	146.784	seedling32	line14	1mM	plate4
9	20230511_pNRT21_high_N4_luc.tif:0160-0043	1292	285.307	368616	285	368616	159.844	background	line14	1mM	plate4
10	20230511_pNRT21_high_N4_luc.tif:0371-0151	1419	286.204	406124	286	406124	176.332	background	line14	1mM	plate4
11	20230511_pNRT21_high_N4_luc.tif:0374-0313	1292	286.339	369950	286	369950	160.71	background	line14	1mM	plate4
1	20230511_pNRT21_low_N5_luc.tif:0188-0079	1646	368.391	606372	327	606372	205.115	seedling33	line17	1mM	plate1
2	20230511_pNRT21_low_N5_luc.tif:0184-0121	1601	379.062	606879	341	606879	199.327	seedling34	line17	1mM	plate1
3	20230511_pNRT21_low_N5_luc.tif:0177-0169	1607	388.342	624066	348	624066	200.758	seedling35	line17	1mM	plate1
4	20230511_pNRT21_low_N5_luc.tif:0181-0214	1689	403.541	681580	355	681580	210.767	seedling36	line17	1mM	plate1
5	20230511_pNRT21_low_N5_luc.tif:0167-0279	1508	375.491	566240	344	566240	187.892	seedling37	line17	1mM	plate1
6	20230511_pNRT21_low_N5_luc.tif:0165-0337	1511	391.243	591168	346	591168	187.54	seedling38	line17	1mM	plate1
7	20230511_pNRT21_low_N5_luc.tif:0174-0398	1633	388.176	633891	340	633891	203.01	seedling39	line17	1mM	plate1
8	20230511_pNRT21_low_N5_luc.tif:0180-0438	1593	377.375	601159	324	601159	198.027	seedling40	line17	1mM	plate1
9	20230511_pNRT21_low_N5_luc.tif:0187-0034	1655	283.627	469403	284	469403	205.61	background	line17	1mM	plate1
10	20230511_pNRT21_low_N5_luc.tif:0402-0265	1385	284.477	394000	284	394000	172.29	background	line17	1mM	plate1
11	20230511_pNRT21_low_N5_luc.tif:0409-0377	1341	284.642	381705	285	381705	166.683	background	line17	1mM	plate1
1	20230511_pNRT21_low_N6_luc.tif:0173-0070	1576	368.791	581215	326	581215	196.421	seedling41	line17	1mM	plate2
2	20230511_pNRT21_low_N6_luc.tif:0157-0116	1391	343.55	477878	318	477878	172.899	seedling42	line17	1mM	plate2
3	20230511_pNRT21_low_N6_luc.tif:0165-0164	1579	360.341	568979	329	568979	196.468	seedling43	line17	1mM	plate2
4	20230511_pNRT21_low_N6_luc.tif:0164-0200	1623	388.368	630322	348	630322	202.295	seedling44	line17	1mM	plate2
5	20230511_pNRT21_low_N6_luc.tif:0173-0277	1710	403.341	689713	352	689713	213.043	seedling45	line17	1mM	plate2
6	20230511_pNRT21_low_N6_luc.tif:0170-0318	1721	387.656	667156	348	667156	214.304	seedling46	line17	1mM	plate2
7	20230511_pNRT21_low_N6_luc.tif:0174-0369	1720	382.772	658368	346	658368	214.11	seedling47	line17	1mM	plate2
8	20230511_pNRT21_low_N6_luc.tif:0165-0415	1542	365.504	563607	329	563607	191.698	seedling48	line17	1mM	plate2
9	20230511_pNRT21_low_N6_luc.tif:0163-0027	1363	283.694	386675	284	386675	169.34	background	line17	1mM	plate2
10	20230511_pNRT21_low_N6_luc.tif:0406-0069	1293	284.512	367874	284	367874	160.649	background	line17	1mM	plate2
11	20230511_pNRT21_low_N6_luc.tif:0397-0265	1373	285.215	391600	285	391600	170.645	background	line17	1mM	plate2
1	20230511_pNRT21_low_N7_luc.tif:0170-0070	1577	361.27	569723	327	569723	195.795	seedling49	line17	1mM	plate3
2	20230511_pNRT21_low_N7_luc.tif:0180-0120	1672	393.062	657200	351	657200	207.68	seedling50	line17	1mM	plate3
3	20230511_pNRT21_low_N7_luc.tif:0176-0160	1713	391.764	671092	344	671092	214.595	seedling51	line17	1mM	plate3
4	20230511_pNRT21_low_N7_luc.tif:0151-0222	1356	388.492	526795	342	526795	168.848	seedling52	line17	1mM	plate3
5	20230511_pNRT21_low_N7_luc.tif:0162-0275	1530	418.769	640716	363	640716	190.367	seedling53	line17	1mM	plate3
6	20230511_pNRT21_low_N7_luc.tif:0173-0338	1891	415.14	785030	368	785030	235.482	seedling54	line17	1mM	plate3
7	20230511_pNRT21_low_N7_luc.tif:0161-0374	1513	348.656	527516	325	527516	187.976	seedling55	line17	1mM	plate3
8	20230511_pNRT21_low_N7_luc.tif:0167-0417	1587	399.231	633580	336	633580	197.519	seedling56	line17	1mM	plate3
9	20230511_pNRT21_low_N7_luc.tif:0163-0029	1452	284.924	413710	285	413710	180.016	background	line17	1mM	plate3
10	20230511_pNRT21_low_N7_luc.tif:0414-0079	1533	285.348	437438	285	437438	191.932	background	line17	1mM	plate3
11	20230511_pNRT21_low_N7_luc.tif:0397-0303	1428	285.959	408349	286	408349	177.216	background	line17	1mM	plate3
1	20230511_pNRT21_low_N8_luc.tif:0151-0065	1388	330.204	458323	307	458323	172.761	seedling57	line17	1mM	plate4
2	20230511_pNRT21_low_N8_luc.tif:0173-0117	1727	411.602	710836	347	710836	214.909	seedling58	line17	1mM	plate4
3	20230511_pNRT21_low_N8_luc.tif:0155-0176	1420	338.463	480618	318	480618	176.022	seedling59	line17	1mM	plate4
4	20230511_pNRT21_low_N8_luc.tif:0167-0212	1648	378.006	622954	338	622954	206.234	seedling60	line17	1mM	plate4
5	20230511_pNRT21_low_N8_luc.tif:0167-0275	1677	405.086	679329	353	679329	208.723	seedling61	line17	1mM	plate4
6	20230511_pNRT21_low_N8_luc.tif:0141-0329	1275	353.583	450818	323	450818	158.701	seedling62	line17	1mM	plate4
7	20230511_pNRT21_low_N8_luc.tif:0161-0385	1498	367.377	550331	329	550331	186.751	seedling63	line17	1mM	plate4
8	20230511_pNRT21_low_N8_luc.tif:0158-0428	1486	362.828	539163	320	539163	185.12	seedling64	line17	1mM	plate4
9	20230511_pNRT21_low_N8_luc.tif:0161-0026	1479	284.197	420327	284	420327	183.407	background	line17	1mM	plate4
10	20230511_pNRT21_low_N8_luc.tif:0365-0059	1496	285.061	426451	285	426451	186.151	background	line17	1mM	plate4
11	20230511_pNRT21_low_N8_luc.tif:0389-0250	1476	285.82	421871	286	421871	183.457	background	line17	1mM	plate4
1	20230511_pNRT21_med_N9_luc.tif:0160-0069	1357	338.357	459151	311	459151	168.907	seedling65	line13	1mM	plate1
2	20230511_pNRT21_med_N9_luc.tif:0170-0125	1563	379.041	592441	339	592441	194.755	seedling66	line13	1mM	plate1
3	20230511_pNRT21_med_N9_luc.tif:0173-0166	1609	398.462	641125	361	641125	200.11	seedling67	line13	1mM	plate1
4	20230511_pNRT21_med_N9_luc.tif:0175-0227	1682	398.163	669711	362	669711	210.037	seedling68	line13	1mM	plate1
5	20230511_pNRT21_med_N9_luc.tif:0172-0283	1757	388.294	682232	350	682232	221.456	seedling69	line13	1mM	plate1
6	20230511_pNRT21_med_N9_luc.tif:0159-0322	1594	381.662	608369	342	608369	198.84	seedling70	line13	1mM	plate1
7	20230511_pNRT21_med_N9_luc.tif:0143-0373	1363	342.632	467007	315	467007	169.405	seedling71	line13	1mM	plate1
8	20230511_pNRT21_med_N9_luc.tif:0140-0429	1261	343.81	433544	315	433544	157.215	seedling72	line13	1mM	plate1
9	20230511_pNRT21_med_N9_luc.tif:0147-0032	1185	284.327	336927	284	336927	147.594	background	line13	1mM	plate1
10	20230511_pNRT21_med_N9_luc.tif:0394-0271	1630	286.035	466237	286	466237	202.771	background	line13	1mM	plate1
11	20230511_pNRT21_med_N9_luc.tif:0367-0390	1296	285.856	370469	286	370469	160.614	background	line13	1mM	plate1
1	20230511_pNRT21_med_N10_luc.tif:0182-0060	1640	358.824	588472	318	588472	204.233	seedling73	line13	1mM	plate2
2	20230511_pNRT21_med_N10_luc.tif:0177-0094	1594	368.243	586980	327	586980	198.274	seedling74	line13	1mM	plate2
3	20230511_pNRT21_med_N10_luc.tif:0177-0146	1590	388.584	617848	344	617848	197.765	seedling75	line13	1mM	plate2
4	20230511_pNRT21_med_N10_luc.tif:0138-0201	1036	399.624	414010	319	414010	128.318	seedling76	line13	1mM	plate2
5	20230511_pNRT21_med_N10_luc.tif:0156-0261	1410	405.854	572254	354	572254	175.991	seedling77	line13	1mM	plate2
6	20230511_pNRT21_med_N10_luc.tif:0160-0301	1477	382.708	565260	342	565260	183.984	seedling78	line13	1mM	plate2
7	20230511_pNRT21_med_N10_luc.tif:0171-0368	1652	458.366	757220	407	757220	206.244	seedling79	line13	1mM	plate2
8	20230511_pNRT21_med_N10_luc.tif:0171-0407	1655	386.317	639355	325	639355	207.55	seedling80	line13	1mM	plate2
9	20230511_pNRT21_med_N10_luc.tif:0172-0018	1451	282.312	409634	282	409634	180.127	background	line13	1mM	plate2
10	20230511_pNRT21_med_N10_luc.tif:0409-0053	1378	282.724	389593	283	389593	171.539	background	line13	1mM	plate2
11	20230511_pNRT21_med_N10_luc.tif:0397-0302	1586	283.885	450241	284	450241	197.542	background	line13	1mM	plate2
1	20230511_pNRT21_med_N11_luc.tif:0161-0087	1648	362.882	598029	320	598029	206.019	seedling81	line13	1mM	plate3
2	20230511_pNRT21_med_N11_luc.tif:0155-0121	1505	398.961	600436	348	600436	187.015	seedling82	line13	1mM	plate3
3	20230511_pNRT21_med_N11_luc.tif:0141-0175	1351	347.067	468888	322	468888	167.829	seedling83	line13	1mM	plate3
4	20230511_pNRT21_med_N11_luc.tif:0146-0223	1474	389.574	574232	348	574232	183.109	seedling84	line13	1mM	plate3
5	20230511_pNRT21_med_N11_luc.tif:0154-0285	1597	379.256	605672	334	605672	199.448	seedling85	line13	1mM	plate3
6	20230511_pNRT21_med_N11_luc.tif:0161-0340	1680	414.345	696100	367	696100	209.202	seedling86	line13	1mM	plate3
7	20230511_pNRT21_med_N11_luc.tif:0151-0394	1521	381.936	580925	341	580925	189.771	seedling87	line13	1mM	plate3
8	20230511_pNRT21_med_N11_luc.tif:0175-0442	1756	374.091	656903	329	656903	219.078	seedling88	line13	1mM	plate3
9	20230511_pNRT21_med_N11_luc.tif:0154-0035	1463	284.404	416083	284	416083	182.309	background	line13	1mM	plate3
10	20230511_pNRT21_med_N11_luc.tif:0367-0060	1248	284.288	354791	284	354791	154.946	background	line13	1mM	plate3
11	20230511_pNRT21_med_N11_luc.tif:0378-0228	1391	285.315	396873	285	396873	172.625	background	line13	1mM	plate3
1	20230511_pNRT21_med_N12_luc.tif:0186-0068	1629	353.54	575917	315	575917	202.243	seedling89	line13	1mM	plate4
2	20230511_pNRT21_med_N12_luc.tif:0170-0117	1431	367.861	526409	331	526409	178.022	seedling90	line13	1mM	plate4
3	20230511_pNRT21_med_N12_luc.tif:0172-0172	1498	352.686	528324	325	528324	187.048	seedling91	line13	1mM	plate4
4	20230511_pNRT21_med_N12_luc.tif:0169-0215	1462	352.908	515951	326	515951	181.713	seedling92	line13	1mM	plate4
5	20230511_pNRT21_med_N12_luc.tif:0177-0281	1623	386.61	627468	351	627468	202.012	seedling93	line13	1mM	plate4
6	20230511_pNRT21_med_N12_luc.tif:0171-0334	1584	398.716	631566	350	631566	196.919	seedling94	line13	1mM	plate4
7	20230511_pNRT21_med_N12_luc.tif:0170-0388	1596	377.162	601951	320	601951	198.223	seedling95	line13	1mM	plate4
8	20230511_pNRT21_med_N12_luc.tif:0154-0425	1412	342.69	483878	314	483878	175.249	seedling96	line13	1mM	plate4
9	20230511_pNRT21_med_N12_luc.tif:0180-0027	1560	283.573	442374	284	442374	193.584	background	line13	1mM	plate4
10	20230511_pNRT21_med_N12_luc.tif:0382-0147	1428	285.209	407278	285	407278	177.281	background	line13	1mM	plate4
11	20230511_pNRT21_med_N12_luc.tif:0380-0303	1210	285.218	345114	285	345114	150.617	background	line13	1mM	plate4
